filename,community,benefit_hits,risk_hits,class_thr1,benefit_anchors_fired,risk_anchors_fired
"admin,+PUBLISH_PAULUS.pdf",4,3,0,benefit_only,trust|engagement|collaboration,
admsci-13-00055.pdf,0,4,4,both,trust|wellbeing|well-being|commitment,burnout|technostress|exhaustion|stress
admsci-13-00150.pdf,0,4,1,both,flexibility|well-being|productivity|satisfaction,stress
admsci-13-00218.pdf,0,5,1,both,engagement|well-being|satisfaction|support|commitment,stress
admsci-15-00398.pdf,3,8,5,both,autonomy|flexibility|belonging|engagement|well-being|productivity|collaboration|support,technostress|fatigue|isolation|overload|stress
"agung,+1.+Anthony+Leonard+Limanta+001-016.pdf",1,4,1,both,flexibility|satisfaction|collaboration|support,stress
ajems-07-2022-0306.pdf,0,2,5,both,engagement|support,burnout|technostress|conflict|stress|strain
alasoini-2025-reproducing-clan-mechanisms-of-control-in-hybrid-work.pdf,2,2,1,both,trust|support,surveillance
annurev-orgpsych-110622-060758.pdf,0,3,4,both,belonging|productivity|satisfaction,surveillance|stress|monitoring|strain
article_109597.pdf,1,3,1,both,flexibility|engagement|well-being,conflict
article_91370.pdf,1,4,5,both,autonomy|flexibility|trust|support,burnout|overload|conflict|exhaustion|stress
bartelwrzesniewskiwiesenfeld.pdf,4,1,1,both,belonging,isolation
behavsci-13-00835.pdf,0,5,2,both,engagement|well-being|productivity|collaboration|support,isolation|stress
behavsci-13-00916.pdf,0,6,2,both,autonomy|flexibility|well-being|productivity|satisfaction|support,exhaustion|stress
behavsci-14-00674-v4.pdf,0,3,1,both,engagement|well-being|support,monitoring
behavsci-15-00095.pdf,0,5,1,both,autonomy|trust|well-being|support|commitment,stress
boulet-parent-lamarche-2022-paradoxical-effects-of-teleworking-on-workers-well-being-in-the-covid-19-context-a.pdf,1,3,0,benefit_only,flexibility|well-being|support,
cdc_207491_DS1.pdf,1,4,2,both,flexibility|well-being|satisfaction|support,conflict|stress
cdc_223707_DS1.pdf,1,3,2,both,satisfaction|support|commitment,conflict|stress
challenges-13-00014.pdf,0,4,1,both,well-being|productivity|satisfaction|support,burnout
chychun_effective management.pdf,2,1,0,benefit_only,support,
content.pdf,3,2,3,both,well-being|support,technostress|isolation|stress
covid-02-00101-v2.pdf,0,1,2,both,wellbeing,stress|strain
cyber.2021.0257.pdf,3,3,5,both,well-being|productivity|support,fatigue|isolation|exhaustion|stress|loneliness
dalessandro-lovell-2024-the-pandemic-stratified-workplace-workspace-employee-sense-of-belonging-and-inequalities-at-work.pdf,2,3,2,both,belonging|satisfaction|inclusion,burnout|stress
doberstein-charbonneau-2022-alienation-in-pandemic-induced-telework-in-the-public-sector.pdf,1,5,2,both,autonomy|engagement|well-being|productivity|satisfaction,isolation|stress
"drdujak,+18+-+Komanovics.pdf",5,1,2,both,productivity,surveillance|monitoring
e2025380.pdf,3,5,8,both,engagement|well-being|productivity|satisfaction|support,burnout|technostress|fatigue|overload|conflict|exhaustion|stress|strain
er-04-2024-0199en.pdf,2,5,2,both,flexibility|trust|well-being|productivity|support,conflict|stress
fb24aaec11f23ae04cda9daba6bcbf8b4329.pdf,1,3,1,both,autonomy|satisfaction|support,stress
feduc-9-1512536.pdf,2,3,2,both,autonomy|well-being|satisfaction,burnout|conflict
forgp-02-1360373.pdf,1,5,1,both,autonomy|flexibility|wellbeing|satisfaction|commitment,conflict
forgp-02-1430812.pdf,0,5,3,both,flexibility|wellbeing|productivity|satisfaction|support,isolation|overload|monitoring
forgp-02-1448894.pdf,3,2,0,benefit_only,flexibility|wellbeing,
forgp-2-1499248.pdf,1,3,0,benefit_only,autonomy|trust|support,
fpsyg-13-1016368.pdf,1,5,1,both,belonging|engagement|well-being|satisfaction|support,loneliness
fpsyg-13-833776.pdf,4,3,1,both,autonomy|engagement|wellbeing,monitoring
fpsyg-13-863197.pdf,1,5,0,benefit_only,autonomy|flexibility|productivity|support|commitment,
fpsyg-13-898405.pdf,1,4,3,both,wellbeing|well-being|satisfaction|support,exhaustion|stress|strain
fpsyg-13-987976.pdf,2,3,3,both,collaboration|support|commitment,technostress|isolation|stress
fpsyg-13-988105.pdf,4,2,1,both,autonomy|support,monitoring
fpsyg-14-1065593.pdf,1,1,1,both,autonomy,conflict
fpsyg-14-1098336.pdf,0,3,4,both,autonomy|well-being|support,isolation|overload|conflict|exhaustion
fpsyg-14-1099138.pdf,1,0,0,neither,,
fpsyg-14-1110108.pdf,1,5,1,both,autonomy|flexibility|engagement|productivity|support,conflict
fpsyg-14-1150707.pdf,1,1,1,both,flexibility,conflict
fpsyg-14-1155118.pdf,1,1,2,both,wellbeing,burnout|fatigue
fpsyg-14-1173425.pdf,1,0,5,risk_only,,technostress|fatigue|overload|conflict|stress
fpsyg-14-1193854.pdf,2,6,7,both,belonging|engagement|wellbeing|productivity|satisfaction|support,burnout|fatigue|isolation|conflict|exhaustion|stress|strain
fpsyg-15-1383207.pdf,1,1,4,both,engagement,burnout|surveillance|isolation|monitoring
fpsyg-16-1524804.pdf,3,4,3,both,trust|belonging|well-being|support,isolation|conflict|stress
fpubh-10-796321.pdf,0,2,6,both,engagement|support,burnout|technostress|isolation|conflict|stress|strain
g%C3%BCnther-et-al-2022-the-joint-role-of-hrm-and-leadership-for-teleworker-well-being-an-analysis-during-the-covid-19.pdf,1,8,4,both,autonomy|flexibility|trust|engagement|well-being|satisfaction|support|commitment,isolation|conflict|stress|strain
glavin-et-al-2024-private-eyes-they-see-your-every-move-workplace-surveillance-and-worker-well-being.pdf,5,4,3,both,autonomy|well-being|satisfaction|support,surveillance|stress|monitoring
"google,+qems_v5_i6_1227-1240_3333.pdf",3,6,0,benefit_only,flexibility|engagement|productivity|satisfaction|collaboration|support,
gualano-et-al-2022-telework-related-stress-%28terra%29-psychological-and-physical-strain-of-working-from-home-during-the.pdf,1,2,7,both,well-being|support,burnout|technostress|isolation|overload|exhaustion|stress|strain
guti%C3%A9rrez-crocco-et-al-2023-the-impact-of-remote-work-on-managerial-compliance-changes-in-the-control-regime-over-line.pdf,2,6,2,both,autonomy|flexibility|trust|well-being|productivity|support,conflict|stress
haun-et-al-2022-boundary-management-and-recovery-when-working-from-home-the-moderating-roles-of-segmentation-preference.pdf,1,2,2,both,well-being|support,exhaustion|stress
healthcare-11-00446-v2.pdf,0,7,4,both,flexibility|well-being|productivity|satisfaction|collaboration|support|commitment,technostress|isolation|overload|stress
healthcare-13-01943-v2.pdf,0,7,8,both,autonomy|flexibility|engagement|well-being|productivity|satisfaction|support,burnout|fatigue|isolation|overload|exhaustion|stress|strain|loneliness
ijerph-18-05458.pdf,0,2,5,both,satisfaction|support,technostress|fatigue|overload|exhaustion|stress
ijerph-18-10302-v2.pdf,0,1,3,both,wellbeing,burnout|overload|conflict
ijerph-19-01267.pdf,0,1,0,benefit_only,engagement,
ijerph-19-02602-v2.pdf,0,4,4,both,autonomy|wellbeing|well-being|support,surveillance|isolation|overload|stress
ijerph-19-03837-v3.pdf,0,1,2,both,well-being,conflict|stress
ijerph-19-03879-v2.pdf,0,1,0,benefit_only,well-being,
ijerph-19-04955-v2.pdf,0,6,3,both,autonomy|wellbeing|productivity|satisfaction|support|commitment,isolation|conflict|stress
ijerph-19-12016-v3.pdf,0,5,1,both,engagement|well-being|productivity|collaboration|support,stress
ijerph-20-01811-v2.pdf,0,6,3,both,autonomy|flexibility|trust|wellbeing|productivity|satisfaction,fatigue|exhaustion|loneliness
ijerph-20-04182.pdf,0,2,4,both,trust|support,isolation|conflict|stress|strain
ijerph-20-04781.pdf,0,4,4,both,wellbeing|productivity|satisfaction|support,fatigue|conflict|exhaustion|stress
ijm-05-2022-0223.pdf,0,5,1,both,autonomy|flexibility|well-being|productivity|satisfaction,conflict
ijwhm-02-2021-0042.pdf,0,4,3,both,well-being|productivity|collaboration|support,stress|monitoring|strain
intr-01-2025-0041en.pdf,3,4,3,both,autonomy|flexibility|well-being|support,burnout|technostress|stress
iwad014.pdf,5,2,1,both,productivity|support,surveillance
jcom-02-2023-0023.pdf,0,2,1,both,well-being|commitment,loneliness
jeet-08-2024-0023.pdf,0,6,0,benefit_only,autonomy|belonging|engagement|productivity|collaboration|commitment,
joem-64-e811.pdf,0,4,1,both,autonomy|productivity|satisfaction|support,isolation
journal.pone.0323385.pdf,1,2,4,both,flexibility|support,technostress|overload|stress|strain
kim-et-al-2025-navigating-leadership-in-hybrid-or-remote-workplaces-a-systematic-review-of-employee-engagement.pdf,4,8,1,both,autonomy|flexibility|trust|engagement|well-being|productivity|satisfaction|support,isolation
"leonardobattista,+6+Molè+2+2022+Theme.pdf",5,1,3,both,autonomy,surveillance|stress|monitoring
lodj-09-2023-0490.pdf,0,6,0,benefit_only,trust|engagement|productivity|satisfaction|collaboration|support,
main copy.pdf,1,4,1,both,engagement|satisfaction|support|commitment,isolation
main-2 copy.pdf,2,2,1,both,productivity|satisfaction,conflict
main-3.pdf,2,4,1,both,flexibility|productivity|satisfaction|support,exhaustion
mastersthesis_paloly_santhoshkumar_haritha.pdf,3,5,1,both,autonomy|belonging|engagement|inclusion|support,isolation
merits-03-00010-v2.pdf,0,0,5,risk_only,,fatigue|overload|exhaustion|stress|loneliness
metselaar-et-al-2022-teleworking-at-different-locations-outside-the-office-consequences-for-perceived-performance-and.pdf,1,4,0,benefit_only,autonomy|flexibility|well-being|satisfaction,
mohase-et-al-2025-inclusive-leadership-psychological-safety-and-employee-voice-in-remote-and-hybrid-work-employees.pdf,4,0,1,risk_only,,isolation
mumtaz-2024-working-remotely-feeling-remote-the-role-of-digitally-mediated-communication-in-shaping-the-identity-of.pdf,4,3,0,benefit_only,flexibility|collaboration|support,
neu_4f18wr938.pdf,4,4,1,both,flexibility|belonging|satisfaction|support,isolation
neu_ms397g103.pdf,4,3,0,benefit_only,trust|support|commitment,
nordenmark-vinberg-2023-working-from-home-work-life-conflict-and-mental-wellbeing-in-europe-during-the-covid-19-pandemic.pdf,0,3,4,both,flexibility|wellbeing|support,isolation|conflict|exhaustion|stress
out.pdf,2,3,1,both,engagement|support|commitment,isolation
papadonikolaki-morgan-2025-leading-psychologically-safe-digitally-enabled-project-teams.pdf,4,7,1,both,trust|engagement|well-being|productivity|satisfaction|collaboration|support,conflict
pink-harper-rauhaus-2023-an-examination-of-telework-policies-balancing-work-life-demands-during-the-new-normal.pdf,2,4,2,both,well-being|productivity|inclusion|commitment,isolation|stress
proceedings-82-00084.pdf,0,6,2,both,autonomy|well-being|productivity|satisfaction|support|commitment,conflict|stress
qin-2024-the-impact-of-organization-employee-dialogic-communication-on-employee-engagement-in-remote-work.pdf,4,3,1,both,belonging|engagement|satisfaction,isolation
rTdrqN64CyxbCtsx4mNjVWN.pdf,1,1,0,benefit_only,satisfaction,
rbmt-21-03-e20221003.pdf,1,4,7,both,flexibility|belonging|productivity|satisfaction,burnout|technostress|fatigue|overload|conflict|exhaustion|stress
rege-07-2021-0116.pdf,0,3,2,both,flexibility|well-being|support,isolation|conflict
remote_work_jsis.pdf,3,7,1,both,autonomy|flexibility|well-being|productivity|satisfaction|collaboration|support,monitoring
s10111-022-00693-4.pdf,1,6,8,both,autonomy|flexibility|belonging|engagement|well-being|satisfaction,burnout|technostress|isolation|overload|conflict|exhaustion|stress|strain
s10639-025-13459-y.pdf,1,6,3,both,flexibility|engagement|well-being|productivity|satisfaction|support,technostress|overload|stress
s11482-024-10340-x.pdf,1,6,2,both,autonomy|flexibility|well-being|productivity|satisfaction|support,stress|strain
s12144-022-02873-x.pdf,1,3,1,both,wellbeing|satisfaction|support,isolation
s12144-022-03492-2.pdf,2,1,2,both,well-being,conflict|strain
s12144-023-04250-8.pdf,1,4,3,both,autonomy|engagement|well-being|support,burnout|exhaustion|strain
s12599-024-00866-7.pdf,5,0,2,risk_only,,surveillance|monitoring
s12889-024-18178-6.pdf,1,3,1,both,well-being|satisfaction|support,stress
s40299-022-00706-w.pdf,1,2,2,both,autonomy|flexibility,burnout|exhaustion
s41598-024-63518-6.pdf,4,1,5,both,satisfaction,burnout|isolation|conflict|stress|loneliness
s44202-025-00342-7.pdf,2,7,3,both,autonomy|flexibility|engagement|well-being|productivity|satisfaction|support,conflict|exhaustion|stress
shah-et-al-2024-unlocking-the-work-life-equation-critical-analysis-of-telework-factors-for-optimal-balance-in-the-it.pdf,1,4,0,benefit_only,engagement|productivity|support|commitment,
socsci-13-00036.pdf,0,1,3,both,well-being,conflict|stress|strain
sokolic-2022-remote_work_and_hybrid_work-efri_5505-publishedversion-blfu2z-s.pdf,2,1,0,benefit_only,flexibility,
ssrn-4092787.pdf,5,1,1,both,support,monitoring
ssrn-4518524.pdf,2,0,5,risk_only,,technostress|fatigue|isolation|conflict|stress
ssrn-4810633.pdf,1,2,1,both,autonomy|productivity,monitoring
ssrn-49323612.pdf,0,5,1,both,autonomy|flexibility|trust|productivity|support,monitoring
ssrn-5041183.pdf,2,6,0,benefit_only,flexibility|engagement|well-being|productivity|satisfaction|collaboration,
ssrn-5085236.pdf,0,3,1,both,productivity|collaboration|support,monitoring
ssrn-5106503.pdf,2,1,2,both,commitment,stress|monitoring
ssrn-5580850.pdf,3,8,6,both,flexibility|trust|engagement|well-being|productivity|satisfaction|collaboration|commitment,burnout|technostress|fatigue|overload|exhaustion|stress
ssrn-6107886.pdf,3,7,8,both,autonomy|flexibility|engagement|well-being|satisfaction|collaboration|support,burnout|technostress|fatigue|conflict|exhaustion|stress|monitoring|strain
sustainability-14-04220-v2.pdf,0,3,1,both,flexibility|productivity|support,monitoring
sustainability-14-04220.pdf,2,3,0,benefit_only,flexibility|productivity|support,
sustainability-14-05745.pdf,0,7,3,both,autonomy|flexibility|engagement|well-being|productivity|satisfaction|support,isolation|conflict|stress
sustainability-14-05778-v2.pdf,0,4,1,both,autonomy|wellbeing|satisfaction|support,stress
sustainability-14-07146.pdf,0,2,1,both,flexibility|collaboration,isolation
sustainability-14-11722.pdf,0,8,3,both,autonomy|flexibility|well-being|productivity|satisfaction|collaboration|support|commitment,conflict|stress|monitoring
sustainability-14-11874-v2.pdf,0,3,3,both,wellbeing|productivity|support,conflict|stress|strain
sustainability-14-16108.pdf,0,3,0,benefit_only,engagement|productivity|satisfaction,
sustainability-15-05952-v2.pdf,0,6,2,both,flexibility|belonging|engagement|well-being|satisfaction|support,isolation|stress
sustainability-15-10631-v2.pdf,0,5,1,both,flexibility|well-being|productivity|satisfaction|commitment,isolation
sustainability-15-12489.pdf,0,5,4,both,autonomy|productivity|satisfaction|inclusion|support,isolation|overload|conflict|stress
sustainability-16-08278-v2.pdf,0,4,6,both,flexibility|well-being|productivity|support,fatigue|isolation|conflict|stress|strain|loneliness
sustainability-17-01342.pdf,0,3,6,both,belonging|well-being|productivity,isolation|conflict|exhaustion|stress|strain|loneliness
sustainability-17-02830.pdf,0,3,5,both,well-being|productivity|support,burnout|technostress|overload|stress|strain
sustainability-18-04039.pdf,0,2,1,both,well-being|support,conflict
systems-10-00134.pdf,0,4,2,both,flexibility|productivity|satisfaction|support,isolation|conflict
telework_2024_AAM.pdf,1,4,1,both,autonomy|wellbeing|well-being|support,overload
the-effects-of-being-under-watch-the-impact-of-electronic-monitoring-on-remote-workers-psychological-safety.pdf,0,2,2,both,trust|well-being,surveillance|monitoring
weisman-et-al-2022-antecedents-of-organizational-identification-a-review-and-agenda-for-future-research.pdf,4,3,0,benefit_only,trust|belonging|commitment,
zmad007.pdf,0,2,2,both,autonomy|productivity,surveillance|monitoring
zmad020.pdf,2,1,0,benefit_only,support,
"Актуальні+питання+економічних+наук_Ortynska,+A.pdf",3,4,2,both,engagement|well-being|productivity|support,monitoring|strain
“I_have_to_be_always_on”_–_man.pdf,0,3,2,both,flexibility|well-being|support,conflict|strain
“Technology_is_killing_me!”_t.pdf,0,4,4,both,autonomy|flexibility|well-being|productivity,technostress|isolation|overload|stress
