filename,community,emp_job_satisfaction,emp_engagement,emp_wellbeing,emp_burnout,emp_technostress,emp_stress,emp_work_life,emp_turnover_intent,emp_isolation,emp_autonomy,emp_flexibility,emp_belonging,org_firm_performance,org_financial,org_cost,org_real_estate,org_retention_rate,org_absenteeism,org_culture,org_productivity,org_job_performance,org_commitment,org_team_effective,org_collaboration,org_innovation,org_project_success,org_leadership,ctrl_monitoring,ctrl_evaluation,ctrl_policy,ctrl_oversight,n_employee,n_org,n_control,any_employee,any_org,any_control,any_firm_level
Hewitt+Note+-+Panoptic+Employment+8.8.24.pdf,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,2,1,1,1,1,0
How_and_When_Technostress_Pred.pdf,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,5,4,0,1,1,0,1
How_far_can_I_trust_you_Under.pdf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3,0,1,1,0,0
Human Behavior and Emerging Technologies - 2024 - Laksanadjaja - Uncovering the Web of Secrets Surrounding Employee.pdf,5,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,5,6,1,1,1,1,1
Human Behavior and Emerging Technologies - 2025 - Massa - E%E2%80%90Skill Self%E2%80%90Efficacy and Perceived Performance in Remote Work  A.pdf,3,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,2,1,1,1,1,0
Human_Centric_Digital_Transformation_and_Operator_4.0_for_the_Oil_and_Gas_Industry.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,6,1,0,1,1,1
Hybrid workers describe aspects that promote effectiveness  work engagement  work-life balance  and health.pdf,3,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,3,0,1,1,0,0
Hybrid_working_–_Benefits_and_.pdf,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,3,1,1,1,1,1
"IJEMR+vol.+4,+no.+3,+Page+426-437.pdf",1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,9,5,0,1,1,0,0
IJETCSIT-V6I3P108.pdf,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,3,1,1,1,1,1
IJSRA-2025-2470.pdf,2,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,8,4,1,1,1,1,0
ILR-161-289.pdf,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,3,1,1,1,1,1
Ibrahim.pdf,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0
Impact_of_employee_well-being_.pdf,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,7,3,0,1,1,0,0
"Impact_of_stress,_job_satisfac.pdf",0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,8,4,1,1,1,1,1
Impact_of_work_from_home_on_work_life_ba.pdf,3,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,1,1,0,1
Inclusion_and_Psychological_Sa.pdf,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Information Systems Journal - 2023 - Meier - Cooking a telework theory with causal recipes  Explaining telework success.pdf,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0
Int J Management Reviews - 2025 - Ferdous - An integrated framework of remote work from organizational adoption to employee.pdf,3,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0
J Management Studies - 2025 - Tr%C3%B6ster - How Hybrid Work Shapes Communication Ties  The Role of Concern about Relationship.pdf,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0,1,1,0,0
J Occupat   Organ Psyc - 2024 - Scheibe - Age%E2%80%90related differences in the use of boundary management tactics when.pdf,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0
JABS-2024JanMappingtheexperiencesofwork-life.Scopus.pdf,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8,4,0,1,1,0,1
JFerreras_Dissertation_Fall2024.pdf,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Advanced Nursing - 2021 - Terkamo%E2%80%90Moisio - Towards remote leadership in health care  Lessons learned from an.pdf,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,1,1,0,0
Keser-Ertemsir-Basol.pdf,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0
Leadership in virtual work settings  what we know  what we do not know  and what we need to do.pdf,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,2,2,1,1,1,0
Lechner%20%2B%20Tobias%202021OD_How%20to%20create%20psychological%20safety%20in%20virtual%20teams_Accepted%20Manuscript%20%281%29.pdf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,1
Manager_Control_and_Employee_Isolation_I.pdf,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,1,1,1
Managing_Performance_and_Building_Digital_Trust_in.pdf,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,5,6,3,1,1,1,1
Manuscript.pdf,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,4,0,1,1,0,0
Manuscript_IRJMS_01841_WS.pdf,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,3,0,1,1,0,1
Master_Thesis_Final_-_Layal_Alkhatib_and_Arsaf.pdf,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
Master_Thesis_PabloVelazco_RaffaelBless_1.pdf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MelusoJohnsonBagrow2021FlexibleEnvironmentsforHybridCollaboration.pdf,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,5,0,1,1,0,0
Navigating_the_change_explori.pdf,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,4,3,1,1,1,1,0
New Technol Work Employ - 2023 - Wieser - Employee acceptance of digital monitoring systems while working from home.pdf,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,1,1
New Technol Work Employ - 2024 - Williams - Framing algorithmic management  Constructed antagonism on HR technology.pdf,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,3,4,2,1,1,1,1
Organizational_identification_among_virt.pdf,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,1,1,0,0
Osuva_Myllymäki_Smale_Sumelius_2024.pdf,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,1,1
Out of sight out of mind? Remote work and contractual distancing.pdf,2,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6,5,1,1,1,1,1
PAGANIN+Videoconference+fatigue+AM.pdf,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1
Paper+2+(2023.5.6)+Assessing+the+Impact+of+a+Hybrid+Work+Model+on+Job+Execution+....pdf,3,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6,4,0,1,1,0,1
PersonnelPsychology-2022-Ravid-AmetaE28090analysisoftheeffectsofelectronicperformancemonitoringonworkoutcomes.pdf,5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,3,2,1,1,1,1
Piirsalu_Kivihall_Makiniemi_2025.pdf,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,1,1,0,1
Productive and connected while working from home  what client-facing remote workers can learn from telenurses about  belonging through technology .pdf,2,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,4,0,1,1,0,0
Promoting_health_and_productiv.pdf,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,7,3,1,1,1,1,0
PsychologicalCapitalandBurnout_GKMC.pdf,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,8,3,0,1,1,0,0
Psychosocial_safety_climate_Measurement.pdf,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,1,1,0,0
Public_management_strategies_f.pdf,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,3,0,1,1,0,0
REPUB_84468_OA.pdf,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,5,0,1,1,0,1
Reducing_employee_burnout_in_t.pdf,4,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,2,0,1,1,0,0
Remote Workers Ever-Present Risk.pdf,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
Remote work and work-life balance  Lessons learned from the covid-19 pandemic and suggestions for HRD practitioners.pdf,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,1,1,0
RemoteWorkingBurnout_EmpiricalStudyfromTOEandTechnostress.pdf,2,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,5,0,1,1,0,1
Remote_Work_Impact_on_Workplac.pdf,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,3,0,1,1,0,0
Remote_Worker's_Psychological_.pdf,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,3,6,0,1,1,0,1
Remotework.pdf,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,5,0,1,1,0,1
Remotework2025.pdf,3,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,2,0,1,1,0,0
Remoteworkandhumanresourcemanagement.pdf,2,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,7,6,2,1,1,1,1
Restoring Reasonable Expectations to Privacy at Work in the Face.pdf,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,1,1,1,1
Revolutionizing work-life balance  Unleashing the power of telecommuting on work engagement and exhaustion levels.pdf,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0
Reworking boundaries in the home-as-office  boundary traffic during COVID-19 lockdown and the future of working from home.pdf,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,1,1,0,1
Roberts_L_2023_EdD.pdf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruigrok & Schäfer_Together but still alone.pdf,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0
SJWEH-51-53.pdf,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,3,1,1,1,1,1
Sai+Praveen+Kudapa_Procedia_2025_801–832.pdf,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,0,1,1,0,0
Sbalzer-KM-111.pdf,5,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,4,5,1,1,1,1,1
Social   Personality Psych - 2023 - Stavrova - Does remote work erode trust in organizations  A within%E2%80%90person investigation.pdf,2,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,2,0,1,1,0,0
Sociology Compass - 2022 - Karjalainen - Gender and the blurring boundaries of work in the era of telework A longitudinal.pdf,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,1,1,0,0
TEMJournalFebruary2025_823_835.pdf,4,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,9,6,1,1,1,1,1
TPM-V32-S3-2025-90.pdf,3,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,6,3,1,1,1,1,1
Technostress_and_Telecommuting_in_the_Co.pdf,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,0,1
Technostress_and_perceived_disadvan.pdf,3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,1,0,1
Technostress_and_work_exhaustion_unravel.pdf,2,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,4,0,1,1,0,1
Telecommuting_Professional_Isolation_and.pdf,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,1
Telecommuting_and_Leadership_Style_Publi.pdf,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,3,3,1,1,1,1,0
Telework and Organizational Citizenship Behaviors_ The Underexplo.pdf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,1
Telework_Perception_and_Implications_dur.pdf,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0
Teleworking_role_of_psycholog.pdf,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,2,0,1,1,0,0
Tesi_dottorato_Massa.pdf,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0
The Impact of Work Setting Autonomy and Belonging on Employees?.pdf,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1
The effectiveness of well-being-oriented human resource management in the context of telework.pdf,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0
The impact of remote work and mediated communication frequency on isolation and psychological distress.pdf,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0
TheEvolutionofRemoteWorkAnalyzingStrategiesforEffectiveVirtualTeamManagementandCollaboration.pdf,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,5,0,1,1,0,1
TheSilentStruggle_UncoveringDigitalStressinHybridWork.pdf,3,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,5,0,1,1,0,1
The_Corporate_Brand_Identity_in_a_Hybrid_Workp.pdf,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The_Psychology_of_Hybrid_Work_Understand.pdf,3,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,10,4,0,1,1,0,0
The_moderating_role_of_remote_.pdf,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,6,5,1,1,1,1,1
The_telework_performance_dilem.pdf,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,7,3,1,1,1,1,0
Theeffectsoftechnostressorsonworkandnon-workoutcomesinhybridwork.pdf,3,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,1,1,0,1
Theorizing the Effect of Organizational Identification on Vacatio.pdf,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
Togetherness and (work)Place: Insights from Workers and Managers during Australian COVID-Induced Lockdowns.pdf,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,4,0,1,1,0,1
Towards_a_sustainable_workplac.pdf,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7,4,1,1,1,1,1
Turnitin%20The%20impact%20of%20digital%20fatigue%20on%20employee%20productivity%20and%20well-being.pdf,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Understanding_teleworkers’_tec.pdf,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,4,0,1,1,0,1
Understanding_the_Moderating_E.pdf,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Voluntary_part-time_and_mandat.pdf,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,6,6,0,1,1,0,1
Wellbeing_Remote.pdf,3,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,3,0,1,1,0,0
What_is_healthy_hybrid_work_E.pdf,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,2,0,1,1,0,0
Wilson 2023 Authoritarian Leadership Style and Psychological Safety.pdf,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
Work engagement and its antecedents in remote work  A person-centered view.pdf,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0
Work from home can be distracting  Exploring the moderation role of transformational leadership on teleworking and cyber-slacking.pdf,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,4,4,1,1,1,1,0
Work life balance in the digital era  configuring demands and resources at work.pdf,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0
a965102-030(2023).pdf,5,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,6,3,1,1,1,1,1
"admin,+PUBLISH_PAULUS.pdf",4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,2,5,1,1,1,1,1
admsci-13-00055.pdf,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,3,0,1,1,0,1
admsci-13-00150.pdf,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,7,5,1,1,1,1,1
admsci-13-00218.pdf,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,1,1,0,1
admsci-15-00398.pdf,3,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,9,3,1,1,1,1,0
"agung,+1.+Anthony+Leonard+Limanta+001-016.pdf",1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,1,1,1,1,1
ajems-07-2022-0306.pdf,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,7,4,0,1,1,0,1
alasoini-2025-reproducing-clan-mechanisms-of-control-in-hybrid-work.pdf,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,3,1,1,1,1,1
annurev-orgpsych-110622-060758.pdf,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,3,1,1,1,1,1
article_109597.pdf,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1
article_91370.pdf,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0,1,1,0,1
bartelwrzesniewskiwiesenfeld.pdf,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,1,0
behavsci-13-00835.pdf,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,7,4,0,1,1,0,1
behavsci-13-00916.pdf,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,7,4,1,1,1,1,1
behavsci-14-00674-v4.pdf,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,2,1,0,1,0
behavsci-15-00095.pdf,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,1,1,1,1,1
boulet-parent-lamarche-2022-paradoxical-effects-of-teleworking-on-workers-well-being-in-the-covid-19-context-a.pdf,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,1
cdc_207491_DS1.pdf,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0
cdc_223707_DS1.pdf,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,4,6,0,1,1,0,1
challenges-13-00014.pdf,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,2,1,1,1,1,0
chychun_effective management.pdf,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,3,0,1,1,0,0
content.pdf,3,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
covid-02-00101-v2.pdf,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,1,0,1
cyber.2021.0257.pdf,3,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,2,0,1,1,0,0
dalessandro-lovell-2024-the-pandemic-stratified-workplace-workspace-employee-sense-of-belonging-and-inequalities-at-work.pdf,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,3,0,1,1,0,1
doberstein-charbonneau-2022-alienation-in-pandemic-induced-telework-in-the-public-sector.pdf,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,2,1,1,1,1,0
